,Precision@k,Average Precision
0,0.6,0.45307722180054855
1,1.0,0.5871905159662666
2,1.0,0.6228634345751327
3,1.0,0.644349073320832
4,0.9,0.5994638760844376
5,1.0,0.6157527174304607
6,0.8,0.48383436721767303
7,0.1,0.0936930520675713
8,0.1,0.10353437549456078
9,0.6,0.2753155312709955
10,0.3,0.27541987719012506
11,0.3,0.2904646664328498
12,0.3,0.3439077001674173
13,0.2,0.2183929863251218
14,0.4,0.379475755439534
15,0.3,0.20515683353662104
16,0.8,0.41503895904721416
17,0.5,0.23324880080217006
18,0.6,0.30303456173156984
19,0.9,0.6046602416181204
20,1.0,0.6838219660610722
21,1.0,0.7607120142611128
22,1.0,0.7002278518636225
23,1.0,0.5407846320555315
24,0.1,0.10829979923993903
25,0.4,0.47630895100997567
26,0.2,0.19684436559557408
27,0.4,0.5159521608980508
28,0.4,0.40979093646956993
29,0.4,0.49265769260758013
30,1.0,0.7126302212055938
31,0.9,0.609174700285785
32,1.0,0.5640854862519694
33,1.0,0.6213103403579932
34,0.9,0.7105421921569736
35,0.7,1.0
36,0.7,1.0
37,0.7,1.0
38,0.7,1.0
39,0.7,1.0
40,0.2,0.10073996011869922
41,0.8,0.3585874389431679
42,0.3,0.11188193904467306
43,0.9,0.5175172772877316
44,0.3,0.16212350298552067
45,0.2,0.2279070189702307
46,0.4,0.6396825396825397
47,0.2,0.4026530938290129
48,0.3,0.5754558404558404
49,0.4,0.7407622739018088
50,1.0,0.6895039458442813
51,1.0,0.7749381121996216
52,1.0,0.7206925053328521
53,1.0,0.7782923648701288
54,1.0,0.7306185888861897
