,Precision@k,Average Precision
0,0.3,0.2448444535623903
1,0.3,0.21557492644335907
2,0.4,0.20623208065673865
3,0.8,0.4100532367913514
4,0.2,0.16430175445682543
5,0.4,0.1766270993303136
6,0.1,0.08402518415178699
7,0.1,0.07473602902538463
8,0.1,0.1004083048116811
9,0.1,0.07513124331994868
10,0.2,0.16506647953004808
11,0.1,0.12825276921970052
12,0.3,0.3203056874531515
13,0.1,0.132761095371668
14,0.1,0.12865580482922276
15,0.2,0.1273362017218427
16,0.1,0.07530497056926051
17,0.3,0.19736124617649461
18,0.3,0.1905167414596268
19,0.2,0.19634916441379793
20,0.7,0.2584637659692828
21,0.7,0.3242731807176378
22,0.2,0.23643550395174323
23,0.5,0.20163302161310712
24,0.1,0.11030405486428155
25,0.1,0.13396802042334832
26,0.1,0.13934271922142177
27,0.2,0.23770293603051806
28,0.1,0.128936241153156
29,0.2,0.19940350869357742
30,0.7,0.4702236579826995
31,0.6,0.43445213941070304
32,0.6,0.32076809777467963
33,0.4,0.21776994465370927
34,0.8,0.4964258833372366
35,0.6,0.9136577708006278
36,0.5,0.7154607297464439
37,0.4,0.5127772848269743
38,0.5,0.6307709750566894
39,0.2,0.28673754467192475
40,0.1,0.07617335748896169
41,0.5,0.298044724422534
42,0.2,0.08730542917018962
43,1.0,0.6348955117556133
44,0.3,0.11302462486766846
45,0.1,0.2176812135704134
46,0.2,0.23680792777699053
47,0.1,0.17643441392151402
48,0.1,0.20656942649971574
49,0.1,0.18999496482409325
50,0.9,0.5704041130668861
51,1.0,0.7015165424466204
52,0.9,0.5637376339865056
53,0.7,0.5532972616440227
54,0.9,0.6470773836714535
