,Precision@k,Average Precision
0,0.4,0.29891301468495046
1,0.6,0.28762097459234737
2,0.4,0.27957413980621465
3,0.9,0.5836366089997895
4,0.9,0.41800839583716265
5,0.5,0.2985129702881268
6,0.4,0.17554517372423728
7,0.1,0.06770675284693424
8,0.1,0.09273300517134825
9,0.3,0.13483698979885536
10,0.1,0.16466690986769925
11,0.3,0.2727400859641714
12,0.3,0.24748050606664876
13,0.3,0.23241770578648738
14,0.3,0.3015875429451768
15,0.3,0.21563861453308722
16,0.3,0.13358963686872624
17,0.5,0.28750863826635015
18,0.3,0.1343136895097467
19,0.6,0.32257237685103507
20,1.0,0.423241116636726
21,1.0,0.5246833881437226
22,1.0,0.4990732452494234
23,0.6,0.3095070616569297
24,0.1,0.11415472802206178
25,0.3,0.23697066787292348
26,0.1,0.14386821413337453
27,0.3,0.2657472862067084
28,0.2,0.18529323524148336
29,0.3,0.24116656411883466
30,1.0,0.6730799936335915
31,1.0,0.6353070938166369
32,0.9,0.5633436973605114
33,0.6,0.4354111453704118
34,1.0,0.677186962906998
35,0.7,1.0
36,0.6,0.8821892393320965
37,0.6,0.9126984126984128
38,0.5,0.7209647495361782
39,0.7,1.0
40,0.2,0.08963482807937183
41,0.6,0.2881909103856956
42,0.2,0.09527611904436677
43,1.0,0.590404172475924
44,0.1,0.09062789467651892
45,0.1,0.19359038476917514
46,0.2,0.34361537523828467
47,0.1,0.17647191107766694
48,0.2,0.3420245876456902
49,0.2,0.28391908482369005
50,1.0,0.6269255070559907
51,1.0,0.6817431870508728
52,1.0,0.690942928818532
53,0.9,0.552398338072743
54,1.0,0.6640368293101364
