,Precision@k,Average Precision
0,0.6,0.475974291297092
1,1.0,0.5942980330496418
2,1.0,0.6879350904073798
3,1.0,0.6613875344022707
4,1.0,0.7243854123125724
5,1.0,0.7115553455829859
6,0.8,0.42833748148520945
7,0.2,0.17513892360499664
8,0.1,0.10783719246123828
9,0.6,0.27131567793379224
10,0.3,0.30192959709690664
11,0.4,0.4007569888058267
12,0.3,0.31392122310057097
13,0.3,0.2950371234662515
14,0.4,0.4451264595065159
15,0.4,0.21962927558227838
16,1.0,0.7134951420845477
17,0.6,0.27878829450620257
18,0.6,0.4679844272021188
19,0.8,0.6079031428608545
20,1.0,0.7090430382869272
21,1.0,0.7823177885885559
22,1.0,0.7508743172942639
23,1.0,0.6804979272743747
24,0.1,0.10972792984509759
25,0.4,0.46725821605814805
26,0.2,0.18820294739250193
27,0.4,0.4625668737024523
28,0.4,0.38394969991408906
29,0.3,0.37704643670657134
30,1.0,0.7077111705335751
31,0.8,0.6233813171187024
32,1.0,0.5960620779869777
33,1.0,0.6934753627434498
34,0.9,0.6927859839061951
35,0.7,1.0
36,0.7,1.0
37,0.7,1.0
38,0.7,1.0
39,0.7,1.0
40,0.3,0.10955003871148986
41,0.8,0.3600121461993928
42,0.5,0.15890488863807373
43,0.9,0.5146044701009808
44,0.5,0.19504527252221293
45,0.2,0.3883926327956179
46,0.6,0.9761904761904762
47,0.5,0.8398692810457516
48,0.5,0.8596491228070176
49,0.6,0.9333333333333332
50,1.0,0.7313847247627796
51,1.0,0.7853199750634726
52,1.0,0.7508892558219179
53,1.0,0.7874989621836221
54,1.0,0.7405164975977511
