,Precision@k,Average Precision
0,0.09523809523809523,0.13619681943983533
1,0.5714285714285714,0.7825413000011822
2,0.6666666666666666,1.0
3,0.14285714285714285,0.104396318923837
4,0.5238095238095238,0.8563186640436217
5,0.23809523809523808,0.3501491148449118
6,0.0,0.020383640196746412
7,0.14285714285714285,0.24747722772308606
8,0.23809523809523808,0.3417442591349827
9,0.7142857142857143,0.9601754385964912
10,0.7142857142857143,1.0
11,0.6666666666666666,0.9068864468864469
12,0.38095238095238093,0.4720538435823559
13,0.5238095238095238,0.8859259259259259
14,0.6190476190476191,0.9819004524886878
15,0.2857142857142857,0.436107118843049
16,0.47619047619047616,0.6748730101646999
17,0.6190476190476191,0.9897435897435898
18,0.5238095238095238,0.9542355371900826
19,0.7142857142857143,0.9338945723216823
20,0.6190476190476191,0.8914349049643168
21,0.6666666666666666,1.0
22,0.5714285714285714,0.9153778618221111
23,0.8571428571428571,1.0
24,0.047619047619047616,0.12987515425566803
25,0.0,0.007781534271515479
26,0.23809523809523808,0.387918565708056
27,0.5238095238095238,0.6828125277363747
28,0.047619047619047616,0.08899740749634745
29,0.09523809523809523,0.11887344327234987
30,0.8095238095238095,1.0
31,0.7142857142857143,0.9829505135387488
32,0.6190476190476191,0.9855769230769231
33,0.6666666666666666,1.0
34,0.5714285714285714,0.9588264299802761
35,0.0,0.012690473183210295
36,0.38095238095238093,0.4278992203335474
37,0.9047619047619048,1.0
38,0.14285714285714285,0.30329787554271553
39,0.23809523809523808,0.37322443980681747
40,0.0,0.014838895257035446
41,0.047619047619047616,0.10882937572533555
42,0.5714285714285714,0.8966450216450216
43,0.6666666666666666,1.0
44,0.09523809523809523,0.1387526025836438
45,0.5714285714285714,0.8368530093997384
46,0.19047619047619047,0.2649840631259742
47,0.3333333333333333,0.5474620432419157
48,0.6666666666666666,1.0
49,0.6666666666666666,1.0
50,0.6190476190476191,0.9341580207501996
51,0.5714285714285714,0.8489599066746722
52,0.6190476190476191,0.9567890442890442
53,0.6666666666666666,1.0
54,0.5714285714285714,0.9647435897435896
55,0.23809523809523808,0.3413077961561638
56,0.5238095238095238,0.8863636363636362
57,0.42857142857142855,0.5391230686533176
58,0.2857142857142857,0.48362030389740823
59,0.38095238095238093,0.5397632419652033
60,0.19047619047619047,0.4062237786755089
61,0.14285714285714285,0.2808232385138365
62,0.5238095238095238,0.856015606015606
63,0.5714285714285714,0.9833333333333334
64,0.14285714285714285,0.24933469736605435
65,0.14285714285714285,0.261584040832889
66,0.0,0.01148387458531036
67,0.6666666666666666,0.911281179138322
68,0.6190476190476191,0.9433262960356557
69,0.6190476190476191,0.9350230414746543
70,0.2857142857142857,0.2583745541390091
71,0.5238095238095238,0.9290209790209792
72,0.2857142857142857,0.2622905165994558
73,0.14285714285714285,0.1853321049104849
74,0.6190476190476191,0.9287603930461074
75,0.5714285714285714,0.8055289531017085
76,0.19047619047619047,0.2789017716058675
77,0.0,0.01359426262160863
78,0.47619047619047616,0.7436473242710957
79,0.0,0.014926054358996481
